Organization Name,Address1,City,State,Zip Code,Borough,Neighborhood,Phone1,Fax,Website,Job Placement Services,Financial Aid Services,Contact FirstName,Contact LastName,course name,CourseDescription,Keywords,Cost Total,Cost Includes,Cost Does Not Include,Duration,Duration Unit,NumHours,Prerequisites,Max Class Size,Years Course Offered,Instructor Credentials,Delivery Method,Schedule,Is HRA,Is SBS
ACCESS INSTITUTE,8002 KEW GARDENS RD LBBY 2,KEW GARDENS,New York,11415,Queens,Southwest Queens,7182630750,7182630749,http://accessqueens.com,Job Placement Services are available.,Some types of Financial Aid are provided.,Reema,Gunasingh,Pharmacy Tech I,The Pharmacy Tech I Program trains individuals for the jobs of supportive personnel for hospital and community pharmacies. This program provides assistance to the pharmacist in a variety of technical tasks involving the Distribution compounding labeling and recording of drugs. This program gives introduction to Computer Fundamentals also. To achieve certification an individual must successfully complete the course and pass the NHA certification exam. Upon completion of training student will receive a certificate of completion. .Language (English) course cost includes (Tuition  Books  Supplies  Materials),Health  EMR  ehR  Pharmacy  Medical Biller  NCLEX  RN  Billing  Coding  Insurance  Emergency  EMS  EMT  clinical  clinic  transcription  Nurse  phlebotomy  EKG  Dentist  doctor  practitioner  physician  hygien  Can  LPN  HHA  PCA  Care,2500.00,Classroom Hours 38   Lab Hours 38   Internship Hours 38   Practical Hours 38,,152,Hour(s),152,GED or High School diploma,10,,,Classroom Training,Check with school to receive most updated schedule,Yes,No
ACCESS INSTITUTE,8002 KEW GARDENS RD LBBY 2,KEW GARDENS,New York,11415,Queens,Southwest Queens,7182630750,7182630749,http://accessqueens.com,Job Placement Services are available.,Some types of Financial Aid are provided.,Reema,Gunasingh,Phlebotomy Technician,Phlebotomy technician program provides practical instruction in the proper techniques used in collecting blood and body fluid specimens for laboratory analysis. Upon completion of training student will receive certificate of completion..Language (English) course cost includes (Tuition  Books  Supplies  Materials).,,650.00,Classroom Hours 12   Lab Hours 12   Internship Hours 12   Practical Hours 12,,48,Hour(s),48,High school Diploma and GED,12,,Phelobotomy Certified Instructors  NY State Certified Instructors,Classroom Training,Check with school to receive most updated schedule,Yes,No
ACCESS INSTITUTE,8002 KEW GARDENS RD LBBY 2,KEW GARDENS,New York,11415,Queens,Southwest Queens,7182630750,7182630749,http://accessqueens.com,Job Placement Services are available.,Some types of Financial Aid are provided.,Reema,Gunasingh,Project Management Training I,Project Management is the process of leading a project from inception through execution. It includes planning  organizing  securing  and managing resources to achieve specific goals. The Project Management training program introduces the student to the project environment and principles of project organization  and covers such areas as project integration management  project scope management  project time management  project cost management  project quality management  project risk management  project procurement management  and management of human resources. The student is prepared for entry-level employment as a Project Manager in private industry as well as for government initiatives.Upon completion of training student will receive a certificate of completion. .Language (English),,1900.00,Classroom Hours 34   Lab Hours 10   Internship Hours 10   Practical Hours 10,,64,Hour(s),64,High School ?GED,10,,,Classroom Training,Check with school to receive most updated schedule,Yes,No
Ace Institute of Technology - Manhattan,312 W 36TH ST FL 2,NEW YORK,New York,10018,Manhattan,Chelsea - Clinton,2126959700,2126959745,http://www.acecareer.edu/,Job Placement Services are available.,Some types of Financial Aid are provided.,Amit,Shorewala,CISCO Network Professional,In this course  you gain the knowledge and skills required to master the advanced features of Cisco router configuration  including address management  route redistribution  basic network security  scalable routing protocols protocol prioritization. Upon successful completion of the course  the student will be awarded certificate of completion in ''CISCO Network Professional''.Topics Covered:.. .....BUILDING SCALABLE ROUTED SWITCHED NETWORKS - 60 hours.......BUILDING TROUBLESHOOTING INTER-NETWORKS - 60 hours......,network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE,2200.00,Classroom Hours 120   Lab Hours 0   Internship Hours 0   Practical Hours 0,,120,Hour(s),120,Networking Knowledge,,,,Classroom Training,Check with school to receive most updated schedule,Yes,Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800.
Ace Institute of Technology - Manhattan,312 W 36TH ST FL 2,NEW YORK,New York,10018,Manhattan,Chelsea - Clinton,2126959700,2126959745,http://www.acecareer.edu/,Job Placement Services are available.,Some types of Financial Aid are provided.,Amit,Shorewala,Diagnostic Medical Sonographer (Part 1),This program will provide students with in-depth knowledge of skills required to use specialized equipment tocreate / generateimages or to conduct tests  used for assessing and diagnosing various medical conditions. This program teaches howultrasoundhigh frequencysound waves produce images of internal body tissues. This is Diagnostic Medical Sonographer (Part 1) of the Diagnostic Medical Sonographer Program. In order to complete and receive program completion certificate for Diagnostic Medical Sonographer Program  student must complete Diagnostic Medical Sonographer (Part 2) and Diagnostic Medical Sonographer (Part 3) listed on ETPL in addition to Diagnostic Medical Sonographer (Part 1).,,4550.00,Classroom Hours 450   Lab Hours 0   Internship Hours 0   Practical Hours 0,,450,Hour(s),450,Bachelor (any field) or Associate in Allied Health.,,,,Classroom Training,Check with school to receive most updated schedule,No,No
Ace Institute of Technology - Manhattan,312 W 36TH ST FL 2,NEW YORK,New York,10018,Manhattan,Chelsea - Clinton,2126959700,2126959745,http://www.acecareer.edu/,Job Placement Services are available.,Some types of Financial Aid are provided.,Amit,Shorewala,Diagnostic Medical Sonographer (Part 2),This program will provide students with in-depth knowledge of skills required to use specialized equipment tocreate / generateimages or to conduct tests  used for assessing and diagnosing various medical conditions. This program teaches howultrasoundhigh frequencysound waves produce images of internal body tissues. This is Diagnostic Medical Sonographer (Part 2) of the Diagnostic Medical Sonographer Program. In order to complete and receive program completion certificate for Diagnostic Medical Sonographer Program  student must complete Diagnostic Medical Sonographer (Part 1) and Diagnostic Medical Sonographer (Part 3) listed on ETPL in addition to Diagnostic Medical Sonographer (Part 2).,,8400.00,Classroom Hours 600   Lab Hours 300   Internship Hours 0   Practical Hours 0,,900,Hour(s),900,Bachelor (any field) or Associate in Allied Health.,,,,Classroom Training,Check with school to receive most updated schedule,No,No
Ace Institute of Technology - Manhattan,312 W 36TH ST FL 2,NEW YORK,New York,10018,Manhattan,Chelsea - Clinton,2126959700,2126959745,http://www.acecareer.edu/,Job Placement Services are available.,Some types of Financial Aid are provided.,Amit,Shorewala,Diagnostic Medical Sonographer (Part 3),This program will provide students with in-depth knowledge of skills required to use specialized equipment tocreate / generateimages or to conduct tests  used for assessing and diagnosing various medical conditions. This program teaches howultrasoundhigh frequencysound waves produce images of internal body tissues. This is Diagnostic Medical Sonographer (Part 3) of the Diagnostic Medical Sonographer Program. In order to complete and receive program completion certificate for Diagnostic Medical Sonographer Program  student must complete Diagnostic Medical Sonographer (Part 1) and Diagnostic Medical Sonographer (Part 2) listed on ETPL in addition to Diagnostic Medical Sonographer (Part 3).,,8050.00,Classroom Hours 36   Lab Hours 0   Internship Hours 864   Practical Hours 0,,900,Hour(s),900,Bachelor (any field) or Associate in Allied Health.,,,,Classroom Training,Check with school to receive most updated schedule,No,No
Ace Institute of Technology - Manhattan,312 W 36TH ST FL 2,NEW YORK,New York,10018,Manhattan,Chelsea - Clinton,2126959700,2126959745,http://www.acecareer.edu/,Job Placement Services are available.,Some types of Financial Aid are provided.,Amit,Shorewala,Lan and Wan Administrator,This course will provide students with in-depth knowledge of Local Area Network  Wide Area Network  Microsoft Windows 2008 Administration  Cisco Administration  Network Security and Project Management. It is a complete program that starts with teaching a student how to build a computer to designing  implementing and administrating LAN and WAN. Upon successful completion of the course  the student will be awarded certificate of completion in ''Lan and Wan Administration'',,12500.00,Classroom Hours 600   Lab Hours 0   Internship Hours 300   Practical Hours 0,,900,Hour(s),900,High School Diploma  GED or Equivalent Knowledge,,,,Classroom Training,Check with school to receive most updated schedule,No,No
Ace Institute of Technology - Manhattan,312 W 36TH ST FL 2,NEW YORK,New York,10018,Manhattan,Chelsea - Clinton,2126959700,2126959745,http://www.acecareer.edu/,Job Placement Services are available.,Some types of Financial Aid are provided.,Amit,Shorewala,Microsoft Windows Client & Server Technology Specialist ,This course teaches a student to build and troubleshoot a computer network. The student will learn to install  administer and troubleshoot Windows 7 client operating system and Windows Small Business Server (2008) Operating System. Upon successful completion of the course  the student will be awarded certificate of completion in ''Microsoft Windows Client Server Technology Specialist ''..This program includes:..Microsoft Windows Client Administration - 60 hours.Microsoft Windows Server Administration - 60 hours.,network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE,2200.00,Classroom Hours 120   Lab Hours 0   Internship Hours 0   Practical Hours 0,,120,Hour(s),120,High School Diploma or GED or passing score in ATB exam,,,,Classroom Training,Check with school to receive most updated schedule,Yes,Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800.
Ace Institute of Technology - Manhattan,312 W 36TH ST FL 2,NEW YORK,New York,10018,Manhattan,Chelsea - Clinton,2126959700,2126959745,http://www.acecareer.edu/,Job Placement Services are available.,Some types of Financial Aid are provided.,Amit,Shorewala,PC Technician  & Microsoft Windows Server Technology Specialist,This course teaches a student to troubleshoot a computer and Windows Small Business Server (2008) Operating System. Upon successful completion of the course  the student will be awarded certificate of completion in PC Technician Microsoft Windows Server Technology Specialist ''..This program includes:..PC Technician - 60 hours.Microsoft Windows Server Administration - 60 hours.,network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE,2200.00,Classroom Hours 120   Lab Hours 0   Internship Hours 0   Practical Hours 0,,120,Hour(s),120,High School Diploma or GED or passing score in ATB exam,,,,Classroom Training,Check with school to receive most updated schedule,Yes,Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800.
Ace Institute of Technology - Manhattan,312 W 36TH ST FL 2,NEW YORK,New York,10018,Manhattan,Chelsea - Clinton,2126959700,2126959745,http://www.acecareer.edu/,Job Placement Services are available.,Some types of Financial Aid are provided.,Amit,Shorewala,PC Technician & CISCO Network Associate ,This course teaches you how to build and troubleshoot a computer. It also prepares you for the A+ Certification exam. This course further focuses on using Cisco Catalyst switches and Cisco routers connected in local-area networks (LANs) and wide-area networks (WAN). This course also prepares you for the Cisco Certified Network Associate (CCNA) Exam. Upon successful completion of the course  the student will be awarded certificate of completion in '' PC Technician CISCO Network Associate ''.Topics Covered:.PC Technician - 60 hours.Inter-Network Devices - 60 hours,network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE,2200.00,Classroom Hours 60   Lab Hours 60   Internship Hours 0   Practical Hours 0,,120,Hour(s),120,High School Diploma Or GED or Passing Score in ATB exam,15,,NYSED Licensed,Classroom Training,Check with school to receive most updated schedule,Yes,Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800.
Ace Institute of Technology - Manhattan,312 W 36TH ST FL 2,NEW YORK,New York,10018,Manhattan,Chelsea - Clinton,2126959700,2126959745,http://www.acecareer.edu/,Job Placement Services are available.,Some types of Financial Aid are provided.,Amit,Shorewala,PC Technician & Computer Network Security Specialist,This course teaches a student to build and troubleshoot a computer and secure a computer network using the latest network security technologies available. The student will get hands on experience with configuring firewall and various different network security applications. Upon successful completion of the course  the student will be awarded certificate of completion in PC Technician Computer Network Security Specialist ''. .This program includes: . .PC Technician - 60 hours .Computer Network Security - 60 hours .,network  help desk  helpdesk  administrator   support  system  Cisco  Oracle  Windows  Server  SQL  architect   TIA  program  programmer  database  db  visual basic  vba  WAN  Microsoft  MCSE,2200.00,Classroom Hours 120   Lab Hours 0   Internship Hours 0   Practical Hours 0,,120,Hour(s),120,High School Diploma or GED or passing score in ATB exam,,,,Classroom Training,Check with school to receive most updated schedule,Yes,Yes. ITG vouchers issued for this course will cover the listed price  up to  $3800.
Alliance Computing Solutions (ACS) (Queens),3660 MAIN ST FL 4,FLUSHING,New York,11354,Queens,Flushing - Clearview,7186619771,7186615571,http://www.ACS.edu,Job Placement Services are available.,,Amanda ,Lin,Business English (TAA ONLY),The course is designed to equip students whose native languages is not in English to build up with the knowledge and confidence in English reading  writing  listening and speaking that in a business setting. .In this program  students will realize that the most important part of the job is communication; the main goal is to inform  influence and persuade and they will have to communicate effectively. This English course is closely tailored to the professional language in the business world  paying particular attention to the specific terminology pertaining to the business world. Presentation and communication skills will be developed throughout the course  and students will learn to master formal written and oral communication in English. In addition  particular focus will be given to developing students' skills in academic writing  listening and speaking  equipping them with necessary competence for their further academic studies. .This course is composed of three main parts: Business English Level 2 for 8 weeks (100 hrs) at a cost of $1 500  Business English Level 3 for 8 weeks (100 hrs) at a cost of $1 500 and Business Level 4 for 8 weeks (100 hrs) at a cost of $1 500. The total for the program including books and fees is $5 000. .Upon completion of traininig  students will receive certificate of completion.,,5000.00,Classroom Hours 300   Lab Hours 0   Internship Hours 0   Practical Hours 0,,300,Hour(s),300,High School Diploma or equivalent,,,,Classroom Training,Check with school to receive most updated schedule,No,No
Alliance Computing Solutions (ACS) (Queens),3660 MAIN ST FL 4,FLUSHING,New York,11354,Queens,Flushing - Clearview,7186619771,7186615571,http://www.ACS.edu,Job Placement Services are available.,,Amanda ,Lin,Clinical Medical Assistant (CMA),Clinical Medical Assistants are vital in aiding in the completion of administrative and clinical tasks in the offices of physicians  hospitals  and other healthcare facilities. Their duties vary with the location  specialty  and size of the practice. Clinical Medical Assistants differ in that the majority of their work is performed alongside physicians to assist with and provide patient care. There are also specialized Clinical Medical Assistants who will work strictly in specialized practices . .With the projected growth of the healthcare field  it is expected that physicians will hire more assistants to perform routine administrative and clinical duties  allowing the physicians to see more patients. .ACS'' Clinical Medical Assistant Certificate program is a 300 hours' certificate program that prepares students to be multi-skilled in administrative and clinical procedures skills that the student will be trained in the following areas: . .Understand Anatomy Physiology .Practice within the standard of care for a Medical Assistant .Performing Medical Office Administration and Scheduling .Prepare a patient for procedures and/or treatments .Give patient injections as directed by the physician .Perform Blood drawing and prepare blood for laboratory tests .Perform Electrocardiography: obtain a 12-lead ECG .Medical Asepsis and Infection Control .Assist with minor surgery and suturing .Comply with Local  State and Federal privacy standards .Diagnostic Testing .Emergency Medical Procedures . .The package tuition will cover the $100 Registration  $4500 Tuition  $200 book fees and $150 of Clinical Medical Assist certificate exam cost.,Health  home  attendant  Medical  NCLEX  RN  Emergency  EMS  EMT  clinical  clinic  transcription  Nurse  phlebotomy  EKG  Dentist  doctor  practitioner  physician  hygien  Can  LPN  HHA  PCA  care  aide  orderly  nursing,4950.00,Classroom Hours 100   Lab Hours 100   Internship Hours 0   Practical Hours 100,,300,Hour(s),300,High School  GED or equivalent,,,,Classroom Training,Check with school to receive most updated schedule,No,Yes. ITG vouchers issued for this course will cover the listed price  up to  $5000.
Alliance Computing Solutions (ACS) (Queens),3660 MAIN ST FL 4,FLUSHING,New York,11354,Queens,Flushing - Clearview,7186619771,7186615571,http://www.ACS.edu,Job Placement Services are available.,,Amanda ,Lin,ESL- NorthStar English (TAA Only),NorthStar helps ESL students build language competence and encourages critical thinking and personal expression. Each level of the book contains: Ten High-interest thematic units developed around a variety of reading texts that serve as models of different writing genres. Thematically linked exercises - such as prediction  comprehension  and inference - to develop reading skills  A carefully designed progression of developmental writing skills to move students from controlled to freer writing within each unit. (Levels 1 &ndash; 5) .Student Book Level 1 (Reading and Writing  Listening and Speaking);Student Book Level 2 (Reading and Writing  Listening and Speaking);Student Book Level 3 (Reading and Writing  Listening and Speaking);Student Book Level 4 (Reading and Writing. Listening and Speaking);Student Book Level 5 (Reading and Writing  Listening and Speaking);Building Skills (Reading and Writing Listening and Speaking),,6500.00,Classroom Hours 540   Lab Hours 0   Internship Hours 0   Practical Hours 0,,540,Hour(s),540,An entrance test will be given to measure the students  English level.,,,,Classroom Training,Check with school to receive most updated schedule,No,No
Alliance Computing Solutions (ACS) (Queens),3660 MAIN ST FL 4,FLUSHING,New York,11354,Queens,Flushing - Clearview,7186619771,7186615571,http://www.ACS.edu,Job Placement Services are available.,,Amanda ,Lin,Medical Assistant (MA),Medical assistants complete administrative and clinical tasks in the offices of physicians  hospitals  and other healthcare facilities. Their duties vary with the location  specialty  and size of the practice. .According to U.S. Bureau Labor of Statistics  employment of Medical Assistants is projected to grow 23 percent  well above the average for all occupations. It is expected that physicians will hire more assistants to perform routine administrative and clinical duties  allowing the physicians to see more patients. .ACS provides a comprehensive Medical Assistant Training certificate program that will allow you to become a Certified Medical Assistant in as little as 7-9 months. .ACS provides a complete education to become a successful Medical Assistant. Students will receive a combination of skills and theories taught by experts in their fields. Learning outcomes are that students will become versatile and strongly qualified in the medical field to perform administrative and clinical duties; making students more employable in the Medical Office workforce. In addition to dynamic classroom learning  students complete 180 hours of Internship hours  which gives students real-world learning experience. ACS provides free job-placement assistance for all students upon certificate completion. .The Registration fee of $100 and book fess of $800 are included in the tution.,,10900.00,Classroom Hours 330   Lab Hours 200   Internship Hours 180   Practical Hours 190,,900,Hour(s),900,High School Diploma/ GED or Equivalent,15,,,Classroom Training,Check with school to receive most updated schedule,No,No
